movie_id,year,rank,name,wiki_name,theaters,total_gross,studio
1,1995,1,Toy Story,Toy Story,2574,191796233,BV
2,1995,2,Batman Forever,Batman Forever,2893,184031112,WB
3,1995,3,Apollo 13,Apollo 13 (film),2347,172071312,Uni.
4,1995,4,Pocahontas,Pocahontas (1995 film),2757,141579773,BV
5,1995,5,Ace Ventura: When Nature Calls,Ace Ventura: When Nature Calls,2705,108385533,WB
6,1995,6,GoldenEye,GoldenEye,2667,106429941,MGM
7,1995,7,Jumanji,Jumanji,2530,100475249,Sony
8,1995,8,Casper,Casper (film),2757,100328194,Uni.
9,1995,9,Seven,Seven (1995 film),2528,100125643,NL
10,1995,10,Die Hard: With A Vengeance,Die Hard with a Vengeance,2579,100012499,Fox
11,1995,11,Crimson Tide,Crimson Tide (film),2514,91387195,BV
12,1995,12,Waterworld,Waterworld,2420,88246220,Uni.
13,1995,13,Dangerous Minds,Dangerous Minds,1783,84919401,BV
14,1995,14,Mr. Holland's Opus,Mr. Holland's Opus,1659,82569971,BV
15,1995,15,While You Were Sleeping,While You Were Sleeping,2086,81057016,BV
16,1995,16,Congo,Congo (film),2676,81022101,Par.
17,1995,17,Father of the Bride Part II,Father of the Bride Part II,2148,76594107,BV
18,1995,18,Braveheart,Braveheart,2037,75609945,Par.
19,1995,19,Get Shorty,Get Shorty (film),2103,72101622,MGM
20,1995,20,Grumpier Old Men,Grumpier Old Men,2037,71518503,WB
21,1995,21,The Bridges of Madison County,The Bridges of Madison County,1986,71516617,WB
22,1995,22,Mortal Kombat,Mortal Kombat (film),2630,70454098,NL
23,1995,23,Nine Months,Nine Months,1795,69684532,Fox
24,1995,24,Outbreak,Outbreak (film),2230,67659560,WB
25,1995,25,Heat,Heat (1995 film),1704,67436818,WB
26,1995,26,Waiting to Exhale,Waiting to Exhale,1402,67052156,Fox
27,1995,27,Bad Boys,Bad Boys (1995 film),2132,65807024,Sony
28,1995,28,Babe,Babe (film),1790,63658910,Uni.
29,1995,29,The American President,The American President,1508,60079496,Sony
30,1995,30,Species,Species (film),2310,60074103,MGM
31,1995,31,12 Monkeys,12 Monkeys,1629,57141459,Uni.
32,1995,32,Clueless,Clueless (film),1922,56631572,Par.
33,1995,33,Sabrina,Sabrina (1995 film),1976,53672080,Par.
34,1995,34,Something to Talk About,Something to Talk About (film),1787,50865589,WB
35,1995,35,The Net,The Net (1995 film),2027,50727965,Sony
36,1995,36,Under Siege 2: Dark Territory,Under Siege 2: Dark Territory,2150,50024083,WB
37,1995,37,A Walk in the Clouds,A Walk in the Clouds,1755,50008143,Fox
38,1995,38,The Brady Bunch Movie,The Brady Bunch Movie,1941,46576136,Par.
39,1995,39,Sense and Sensibility,Sense and Sensibility (film),1054,43182776,Sony
40,1995,40,Casino,Casino (film),1631,42512375,Uni.
41,1995,41,Man of the House,Man of the House (1995 film),2059,40070995,BV
42,1995,42,Dead Man Walking,Dead Man Walking (film),821,39363635,Gram.
43,1995,43,French Kiss,French Kiss (1995 film),1754,38896854,Fox
44,1995,44,Higher Learning,Higher Learning,1450,38290723,Sony
45,1995,45,Mighty Morphin' Power Rangers,Mighty Morphin Power Rangers: The Movie,2409,38187431,Fox
46,1995,46,First Knight,First Knight,2161,37600435,Sony
47,1995,47,Just Cause,Just Cause,2059,36853222,WB
48,1995,48,"To Wong Foo, Thanks for Everything, Julie Newmar","To Wong Foo, Thanks for Everything! Julie Newmar",1489,36474193,Uni.
49,1995,49,The Indian in the Cupboard,The Indian in the Cupboard (film),1723,35656131,Par.
50,1995,50,Money Train,Money Train (film),2522,35431113,Sony
51,1996,1,Independence Day,Independence Day (1996 film),2977,306169268,Fox
52,1996,2,Twister,Twister (1996 film),2808,241721524,WB
53,1996,3,Mission: Impossible,Mission: Impossible (film),3012,180981856,Par.
54,1996,4,Jerry Maguire,Jerry Maguire,2531,153952592,Sony
55,1996,5,Ransom,Ransom (1996 film),2768,136492681,BV
56,1996,6,101 Dalmatians (1996),101 Dalmatians (1996 film),2901,136189294,BV
57,1996,7,The Rock,The Rock (film),2426,134069511,BV
58,1996,8,The Nutty Professor (1996),The Nutty Professor (1996 film),2239,128814019,Uni.
59,1996,9,The Birdcage,The Birdcage,2285,124060553,MGM
60,1996,10,A Time to Kill,A Time to Kill (1996 film),2313,108766007,WB
61,1996,11,The First Wives Club,The First Wives Club,2406,105489203,Par.
62,1996,12,Phenomenon,Phenomenon (film),2139,104636382,BV
63,1996,13,Scream,Scream (1996 film),1994,103046663,Dim.
64,1996,14,Eraser,Eraser (film),2556,101295562,WB
65,1996,15,The Hunchback of Notre Dame,The Hunchback of Notre Dame (1996 film),2835,100138851,BV
66,1996,16,Michael,Michael (1996 film),2325,95318203,NL
67,1996,17,Star Trek: First Contact,Star Trek: First Contact,2812,92027888,Par.
68,1996,18,Space Jam,Space Jam,2650,90418342,WB
69,1996,19,The English Patient,The English Patient (film),1409,78676425,Mira.
70,1996,20,Broken Arrow (1996),Broken Arrow (1996 film),2392,70770147,Fox
71,1996,21,Beavis and Butt-Head Do America,Beavis and Butt-head Do America,2417,63118386,Par.
72,1996,22,Jingle All the Way,Jingle All the Way,2404,60592389,Fox
73,1996,23,The Cable Guy,The Cable Guy,2657,60240295,Sony
74,1996,24,Courage Under Fire,Courage Under Fire,2001,59031057,Fox
75,1996,25,Jack,Jack (1996 film),2232,58620973,BV
76,1996,26,Executive Decision,Executive Decision,2289,56569216,WB
77,1996,27,Primal Fear,Primal Fear (film),1983,56116183,Par.
78,1996,28,Tin Cup,Tin Cup,2102,53854588,WB
79,1996,29,Sleepers,Sleepers (film),2080,53315285,WB
80,1996,30,Dragonheart,Dragonheart,2193,51367375,Uni.
81,1996,31,Up Close and Personal,Up Close & Personal,1639,51088705,BV
82,1996,32,Evita,Evita (1996 film),1045,50047179,BV
83,1996,33,The Preacher's Wife,The Preacher's Wife,2008,48102795,BV
84,1996,34,Romeo + Juliet,Romeo + Juliet,1963,46351345,Fox
85,1996,35,One Fine Day,One Fine Day,1975,46151454,Fox
86,1996,36,The Mirror Has Two Faces,The Mirror Has Two Faces,2489,41083864,Sony
87,1996,37,Happy Gilmore,Happy Gilmore,2069,38824099,Uni.
88,1996,38,The Ghost and the Darkness,The Ghost and the Darkness,2202,38619405,Par.
89,1996,39,Mars Attacks!,Mars Attacks!,1955,37771017,WB
90,1996,40,Set It Off,Set It Off,1016,36461139,NL
91,1996,41,Shine,Shine (film),1050,35892330,FL
92,1996,42,The Truth About Cats & Dogs,The Truth About Cats & Dogs,1654,34861807,Fox
93,1996,43,A Thin Line Between Love and Hate,A Thin Line Between Love and Hate,1131,34767836,NL
94,1996,44,Muppet Treasure Island,Muppet Treasure Island,2089,34327391,BV
95,1996,45,Matilda,Matilda (1996 film),2006,33459416,Sony
96,1996,46,The Long Kiss Goodnight,The Long Kiss Goodnight,2404,33447612,NL
97,1996,47,Striptease,Striptease (film),1979,33109743,Sony
98,1996,48,Daylight,Daylight (film),2189,33023469,Uni.
99,1996,49,Homeward Bound II: Lost in San Francisco,Homeward Bound II: Lost in San Francisco,2129,32772492,BV
100,1996,50,Black Sheep,Black Sheep (1996 film),2092,32417995,Par.
101,1997,1,Titanic,Titanic (1997 film),3265,600788188,Par.
102,1997,2,Men in Black,Men in Black (film),3180,250690539,Sony
103,1997,3,The Lost World: Jurassic Park,The Lost World: Jurassic Park,3565,229086679,Uni.
104,1997,4,Liar Liar,Liar Liar,2909,181410615,Uni.
105,1997,5,Air Force One,Air Force One (film),2981,172956409,Sony
106,1997,6,As Good as It Gets,As Good as It Gets,1837,148478011,Sony
107,1997,7,Good Will Hunting,Good Will Hunting,2203,138433435,Mira.
108,1997,8,Star Wars (Special Edition),Star Wars (film),2375,138257865,Fox
109,1997,9,My Best Friend's Wedding,My Best Friend's Wedding,2376,127120029,Sony
110,1997,10,Tomorrow Never Dies,Tomorrow Never Dies,2807,125304276,MGM
111,1997,11,Face/Off,Face/Off,2851,112276146,Par.
112,1997,12,Batman and Robin,Batman & Robin (film),2942,107325195,WB
113,1997,13,George of the Jungle,George of the Jungle (film),2616,105263257,BV
114,1997,14,Scream 2,Scream 2,2688,101363301,Dim.
115,1997,15,Con Air,Con Air,2941,101117573,BV
116,1997,16,Contact,Contact (1997 US film),2314,100920329,WB
117,1997,17,Hercules,Hercules (1997 film),2930,99112101,BV
118,1997,18,Flubber,Flubber (film),2679,92977226,BV
119,1997,19,Conspiracy Theory,Conspiracy Theory (film),2806,75982834,WB
120,1997,20,I Know What You Did Last Summer,I Know What You Did Last Summer,2524,72586134,Sony
121,1997,21,The Empire Strikes Back (Special Edition),The Empire Strikes Back,2322,67597694,Fox
122,1997,22,Dante's Peak,Dante's Peak,2761,67127760,Uni.
123,1997,23,Anaconda,Anaconda (film),2456,65885767,Sony
124,1997,24,L.A. Confidential,L.A. Confidential (film),1625,64616940,WB
125,1997,25,In & Out,In & Out,2452,63856929,Par.
126,1997,26,The Fifth Element,The Fifth Element,2500,63820180,Sony
127,1997,27,Mouse Hunt,MouseHunt (film),2233,61917389,DW
128,1997,28,The Saint,The Saint,2500,61363304,Par.
129,1997,29,The Devil's Advocate,The Devil's Advocate (1997 film),2404,60944660,WB
130,1997,30,Kiss the Girls,Kiss the Girls (film),2406,60527873,Par.
131,1997,31,Jungle 2 Jungle,Jungle 2 Jungle,2340,59927618,BV
132,1997,32,Anastasia,Anastasia (1997 film),2511,58406347,Fox
133,1997,33,The Jackal,The Jackal (1997 film),2309,54930280,Uni.
134,1997,34,Spawn,Spawn (film),2604,54870175,NL
135,1997,35,Starship Troopers,Starship Troopers (film),2971,54814377,Sony
136,1997,36,Austin Powers: International Man of Mystery,Austin Powers: International Man of Mystery,2187,53883989,NL
137,1997,37,Breakdown,Breakdown (1997 film),2348,50159144,Par.
138,1997,38,Absolute Power,Absolute Power (film),2568,50068310,Sony
139,1997,39,Volcano,Volcano (1997 film),2777,49323468,Fox
140,1997,40,Speed 2: Cruise Control,Speed 2: Cruise Control,2625,48608066,Fox
141,1997,41,The Game,The Game (1997 film),2521,48323648,Poly
142,1997,42,G.I. Jane,G.I. Jane,2043,48169156,BV
143,1997,43,Alien Resurrection,Alien: Resurrection,2449,47795658,Fox
144,1997,44,The Full Monty,The Full Monty,783,45950122,FoxS
145,1997,45,The Rainmaker (1997),The Rainmaker (1997 film),2369,45916769,Par.
146,1997,46,Return of the Jedi (Special Edition),Return of the Jedi,2111,45470437,Fox
147,1997,47,Bean,Bean (film),2015,45319423,Gram.
148,1997,48,Cop Land,Cop Land,2233,44862187,Mira.
149,1997,49,Nothing to Lose,Nothing to Lose (1997 film),1888,44480039,BV
150,1997,50,Amistad,Amistad (film),1019,44229441,DW
151,1998,1,Saving Private Ryan,Saving Private Ryan,2807,216540909,DW
152,1998,2,Armageddon,Armageddon (1998 film),3184,201578182,BV
153,1998,3,There's Something About Mary,There's Something About Mary,2555,176484651,Fox
154,1998,4,A Bug's Life,A Bug's Life,2773,162798565,BV
155,1998,5,The Waterboy,The Waterboy,2782,161491646,BV
156,1998,6,Doctor Dolittle,Dr. Dolittle (film),2871,144156605,Fox
157,1998,7,Rush Hour,Rush Hour (1998 film),2724,141186864,NL
158,1998,8,Deep Impact,Deep Impact (film),3280,140464664,Par.
159,1998,9,Godzilla,Godzilla (1998 film),3310,136314294,Sony
160,1998,10,Patch Adams,Patch Adams (film),2909,135026902,Uni.
161,1998,11,Lethal Weapon 4,Lethal Weapon 4,3117,130444603,WB
162,1998,12,The Truman Show,The Truman Show,2911,125618201,Par.
163,1998,13,Mulan,Mulan (1998 film),2953,120620254,BV
164,1998,14,You've Got Mail,You've Got Mail,2948,115821495,WB
165,1998,15,Enemy of the State,Enemy of the State (film),2517,111549836,BV
166,1998,16,The Prince of Egypt,The Prince of Egypt,3218,101413188,DW
167,1998,17,The Rugrats Movie,The Rugrats Movie,2832,100494675,Par.
168,1998,18,Shakespeare in Love,Shakespeare in Love,2030,100317794,Mira.
169,1998,19,The Mask of Zorro,The Mask of Zorro,2515,94095523,Sony
170,1998,20,Stepmom,Stepmom (film),2503,91137662,Sony
171,1998,21,Antz,Antz,2929,90757863,DW
172,1998,22,Everest (IMAX),Everest (1998 film),62,87178599,MFF
173,1998,23,The X-Files,The X-Files (film),2650,83898313,Fox
174,1998,24,The Wedding Singer,The Wedding Singer,2837,80245725,NL
175,1998,25,City of Angels,City of Angels (film),2433,78685114,WB
176,1998,26,The Horse Whisperer,The Horse Whisperer (film),2362,75383563,BV
177,1998,27,"Six Days, Seven Nights",Six Days Seven Nights,2606,74339294,BV
178,1998,28,Star Trek: Insurrection,Star Trek: Insurrection,2677,70187658,Par.
179,1998,29,Blade,Blade (film),2389,70087718,NL
180,1998,30,Lost in Space,Lost in Space (film),3306,69117629,NL
181,1998,31,A Perfect Murder,A Perfect Murder,2845,67638368,WB
182,1998,32,The Parent Trap,The Parent Trap (1998 film),2407,66308518,BV
183,1998,33,Ever After: A Cinderella Story,Ever After,2067,65705771,Fox
184,1998,34,Hope Floats,Hope Floats,2404,60053195,Fox
185,1998,35,Life Is Beautiful,Life Is Beautiful,1136,57247384,Mira.
186,1998,36,U.S. Marshals,U.S. Marshals (film),2817,57167405,WB
187,1998,37,The Man in the Iron Mask,The Man in the Iron Mask (1998 film),3101,56968902,MGM
188,1998,38,A Civil Action,A Civil Action,2319,56709981,BV
189,1998,39,Snake Eyes,Snake Eyes (film),2718,55591409,Par.
190,1998,40,What Dreams May Come,What Dreams May Come (film),2531,55382927,Poly
191,1998,41,Halloween: H20,Halloween H20: 20 Years Later,2669,55041738,Dim.
192,1998,42,Small Soldiers,Small Soldiers,2613,54682547,DW
193,1998,43,T-Rex: Back to the Cretaceous (IMAX),T-Rex: Back to the Cretaceous,38,53346750,Imax
194,1998,44,Mighty Joe Young,Mighty Joe Young (1998 film),2559,50632037,BV
195,1998,45,Practical Magic,Practical Magic,2652,46683377,WB
196,1998,46,Meet Joe Black,Meet Joe Black,2527,44619100,Uni.
197,1998,47,The Negotiator,The Negotiator,2436,44547681,WB
198,1998,48,Ronin,Ronin (film),2487,41616262,MGM
199,1998,49,The Siege,The Siege,2582,40981289,Fox
200,1998,50,Mysteries of Egypt (IMAX),Mysteries of Egypt,27,40593486,Imax
201,1999,1,Star Wars: Episode I - The Phantom Menace,Star Wars Episode I: The Phantom Menace,3126,431088295,Fox
202,1999,2,The Sixth Sense,The Sixth Sense,2821,293506292,BV
203,1999,3,Toy Story 2,Toy Story 2,3257,245852179,BV
204,1999,4,Austin Powers: The Spy Who Shagged Me,Austin Powers: The Spy Who Shagged Me,3314,206040086,NL
205,1999,5,The Matrix,The Matrix,2903,171479930,WB
206,1999,6,Tarzan,Tarzan (1999 film),3131,171091819,BV
207,1999,7,Big Daddy,Big Daddy (1999 film),3254,163479795,Sony
208,1999,8,The Mummy,The Mummy (1999 film),3411,155385488,Uni.
209,1999,9,Runaway Bride,Runaway Bride (film),3240,152257509,Par.
210,1999,10,The Blair Witch Project,The Blair Witch Project,2538,140539099,Art.
211,1999,11,Stuart Little,Stuart Little (film),3151,140035367,Sony
212,1999,12,The Green Mile,The Green Mile (film),2875,136801374,WB
213,1999,13,American Beauty,American Beauty (1999 film),1990,130096601,DW
214,1999,14,The World Is Not Enough,The World Is Not Enough,3163,126943684,MGM
215,1999,15,Double Jeopardy,Double Jeopardy (film),3002,116741558,Par.
216,1999,16,Notting Hill,Notting Hill (film),2786,116089678,Uni.
217,1999,17,Wild Wild West,Wild Wild West,3342,113804681,WB
218,1999,18,Analyze This,Analyze This,2537,106885658,WB
219,1999,19,The General's Daughter,The General's Daughter (film),2858,102705852,Par.
220,1999,20,American Pie,American Pie (film),2544,102561004,Uni.
221,1999,21,Sleepy Hollow,Sleepy Hollow (film),3069,101071502,Par.
222,1999,22,Inspector Gadget,Inspector Gadget (film),2877,97403112,BV
223,1999,23,The Haunting,The Haunting (1999 film),2881,91411151,DW
224,1999,24,Entrapment,Entrapment (film),2879,87704396,Fox
225,1999,25,Pokemon: The First Movie,Pokmon: The First Movie,3043,85744662,WB
226,1999,26,Payback,Payback (1999 film),2855,81526121,Par.
227,1999,27,The Talented Mr. Ripley,The Talented Mr. Ripley (film),2369,81298265,Par.
228,1999,28,Any Given Sunday,Any Given Sunday,2505,75530832,WB
229,1999,29,Deep Blue Sea,Deep Blue Sea (1999 film),2901,73648142,WB
230,1999,30,Galaxy Quest,Galaxy Quest,2450,71583916,DW
231,1999,31,The Thomas Crown Affair,The Thomas Crown Affair (1999 film),2427,69305181,MGM
232,1999,32,Blue Streak,Blue Streak (film),2735,68518533,Sony
233,1999,33,End of Days,End of Days (film),2652,66889043,Uni.
234,1999,34,The Bone Collector,The Bone Collector,2623,66518655,Uni.
235,1999,35,Bowfinger,Bowfinger,2746,66384775,Uni.
236,1999,36,Deuce Bigalow: Male Gigolo,Deuce Bigalow: Male Gigolo,2162,65538755,BV
237,1999,37,Life,Life (1999 film),2613,63886029,Uni.
238,1999,38,She's All That,She's All That,2654,63366989,Mira.
239,1999,39,Three Kings,Three Kings (1999 film),2942,60652036,WB
240,1999,40,Bicentennial Man,Bicentennial Man (film),2767,58223861,BV
241,1999,41,The Cider House Rules,The Cider House Rules (film),1738,57545092,Mira.
242,1999,42,Eyes Wide Shut,Eyes Wide Shut,2483,55691208,WB
243,1999,43,Never Been Kissed,Never Been Kissed,2500,55474756,Fox
244,1999,44,Varsity Blues,Varsity Blues (film),2364,52894169,Par.
245,1999,45,Forces of Nature,Forces of Nature,2335,52888180,DW
246,1999,46,Message in a Bottle,Message in a Bottle (film),2545,52880016,WB
247,1999,47,"South Park - Bigger, Longer and Uncut","South Park: Bigger, Longer & Uncut",2128,52037603,Par.
248,1999,48,The Hurricane,The Hurricane (1999 film),2148,50699241,Uni.
249,1999,49,Stigmata,Stigmata (film),2901,50046268,MGM
250,1999,50,House on Haunted Hill,House on Haunted Hill (1999 film),2710,40846082,WB
251,2000,1,How the Grinch Stole Christmas,Dr. Seuss' How the Grinch Stole Christmas (film),3256,260044825,Uni.
252,2000,2,Cast Away,Cast Away,3061,233632142,Fox
253,2000,3,Mission: Impossible II,Mission: Impossible II,3669,215409889,Par.
254,2000,4,Gladiator,Gladiator (2000 film),3188,187705427,DW
255,2000,5,What Women Want,What Women Want,3092,182811707,Par.
256,2000,6,The Perfect Storm,The Perfect Storm (film),3407,182618434,WB
257,2000,7,Meet the Parents,Meet the Parents,2697,166244045,Uni.
258,2000,8,X-Men,X-Men (film),3112,157299717,Fox
259,2000,9,Scary Movie,Scary Movie,3301,157019771,Mira.
260,2000,10,What Lies Beneath,What Lies Beneath,2925,155464351,DW
261,2000,11,Dinosaur,Dinosaur (film),3319,137748063,BV
262,2000,12,"Crouching Tiger, Hidden Dragon","Crouching Tiger, Hidden Dragon",2027,128078872,SPC
263,2000,13,Erin Brockovich,Erin Brockovich (film),3070,125595205,Uni.
264,2000,14,Charlie's Angels,Charlie's Angels (film),3037,125305545,Sony
265,2000,15,Traffic,Traffic (2000 film),1755,124115725,USA
266,2000,16,The Nutty Professor II: The Klumps,Nutty Professor II: The Klumps,3251,123309890,Uni.
267,2000,17,Big Momma's House,Big Momma's House,2854,117559438,Fox
268,2000,18,Remember the Titans,Remember the Titans,2803,115654751,BV
269,2000,19,The Patriot,The Patriot (2000 film),3061,113330342,Sony
270,2000,20,Chicken Run,Chicken Run,2953,106834564,DW
271,2000,21,Miss Congeniality,Miss Congeniality (film),2668,106807667,WB
272,2000,22,Gone in 60 Seconds,Gone in 60 Seconds (2000 film),3089,101648571,BV
273,2000,23,Unbreakable,Unbreakable (film),2708,95011339,BV
274,2000,24,"Me, Myself and Irene","Me, Myself & Irene",3087,90570999,Fox
275,2000,25,Space Cowboys,Space Cowboys,2835,90464773,WB
276,2000,26,The Emperor's New Groove,The Emperor's New Groove,2887,89302687,BV
277,2000,27,Scream 3,Scream 3,3467,89143175,Dim.
278,2000,28,U-571,U-571 (film),2820,77122415,Uni.
279,2000,29,Rugrats in Paris: The Movie,Rugrats in Paris: The Movie,2937,76507756,Par.
280,2000,30,The Family Man,The Family Man,2441,75793305,Uni.
281,2000,31,Hollow Man,Hollow Man,2956,73209340,Sony
282,2000,32,Chocolat,Chocolat (2000 film),1928,71509363,Mira.
283,2000,33,Shaft,Shaft (2000 film),2433,70334258,Par.
284,2000,34,Disney's The Kid,Disney's The Kid,2343,69691949,BV
285,2000,35,Vertical Limit,Vertical Limit,2602,69243859,Sony
286,2000,36,Road Trip,Road Trip (film),2654,68540777,DW
287,2000,37,Bring It On,Bring It On (film),2466,68379000,Uni.
288,2000,38,102 Dalmatians,102 Dalmatians,2704,66957026,BV
289,2000,39,Rules of Engagement,Rules of Engagement (film),3220,61335230,Par.
290,2000,40,The Cell,The Cell,2476,61334059,NL
291,2000,41,Mission to Mars,Mission to Mars,3101,60883407,BV
292,2000,42,Coyote Ugly,Coyote Ugly (film),2664,60786269,BV
293,2000,43,Fantasia 2000 (35mm & IMAX),Fantasia 2000,1313,60655420,BV
294,2000,44,Snow Day,Snow Day (film),2717,60020107,Par.
295,2000,45,Next Friday,Next Friday,1420,57328603,NL
296,2000,46,The Whole Nine Yards,The Whole Nine Yards (film),2910,57262492,WB
297,2000,47,Shanghai Noon,Shanghai Noon,2751,56937502,BV
298,2000,48,Romeo Must Die,Romeo Must Die,2641,55973336,WB
299,2000,49,Final Destination,Final Destination (film),2587,53331147,NL
300,2000,51,Finding Forrester,Finding Forrester,200,51804714,Sony
301,2001,1,Harry Potter and the Sorcerer's Stone,Harry Potter and the Philosopher's Stone (film),3672,317575550,WB
302,2001,2,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,3381,313364114,NL
303,2001,3,Shrek,Shrek,3715,267665011,DW
304,2001,4,"Monsters, Inc.","Monsters, Inc.",3649,255873250,BV
305,2001,5,Rush Hour 2,Rush Hour 2,3118,226164286,NL
306,2001,6,The Mummy Returns,The Mummy Returns,3553,202019785,Uni.
307,2001,7,Pearl Harbor,Pearl Harbor (film),3255,198542554,BV
308,2001,8,Ocean's Eleven,Ocean's Eleven,3075,183417150,WB
309,2001,9,Jurassic Park III,Jurassic Park III,3462,181171875,Uni.
310,2001,10,Planet of the Apes (2001),Planet of the Apes (2001 film),3530,180011740,Fox
311,2001,11,A Beautiful Mind,A Beautiful Mind (film),2250,170742341,Uni.
312,2001,12,Hannibal,Hannibal (film),3292,165092268,MGM
313,2001,13,American Pie 2,American Pie 2,3157,145103595,Uni.
314,2001,14,The Fast and the Furious,The Fast and the Furious (2001 film),2899,144533925,Uni.
315,2001,15,Lara Croft: Tomb Raider,Lara Croft: Tomb Raider,3349,131168070,Par.
316,2001,16,Dr. Dolittle 2,Dr. Dolittle 2,3053,112952899,Fox
317,2001,17,Spy Kids,Spy Kids,3191,112719001,Mira.
318,2001,18,Black Hawk Down,Black Hawk Down (film),3143,108638745,SonR
319,2001,19,The Princess Diaries,The Princess Diaries (film),2749,108248956,BV
320,2001,20,Vanilla Sky,Vanilla Sky,2842,100618344,Par.
321,2001,21,The Others,The Others (2001 film),2843,96522687,Mira.
322,2001,22,Legally Blonde,Legally Blonde,2725,96520674,MGM
323,2001,23,America's Sweethearts,America's Sweethearts,3011,93607673,SonR
324,2001,24,Cats & Dogs,Cats & Dogs,3040,93385515,WB
325,2001,25,Save the Last Dance,Save the Last Dance,2570,91057006,Par.
326,2001,26,Atlantis: The Lost Empire,Atlantis: The Lost Empire,3071,84056472,BV
327,2001,27,Jimmy Neutron: Boy Genius,Jimmy Neutron: Boy Genius,3151,80936232,Par.
328,2001,28,A.I. Artificial Intelligence,A.I. Artificial Intelligence,3242,78616689,WB
329,2001,29,Training Day,Training Day,2712,76631907,WB
330,2001,30,Along Came a Spider,Along Came a Spider (film),2573,74078174,Par.
331,2001,31,Bridget Jones's Diary,Bridget Jones's Diary (film),2547,71543427,Mira.
332,2001,32,Scary Movie 2,Scary Movie 2,3220,71308997,Mira.
333,2001,33,The Score,The Score (2001 film),2211,71107711,Par.
334,2001,34,Shallow Hal,Shallow Hal,2799,70839203,Fox
335,2001,35,Swordfish,Swordfish (film),2688,69772969,WB
336,2001,36,The Mexican,The Mexican,3162,66845033,DW
337,2001,37,Down to Earth,Down to Earth (2001 film),2521,64186502,Par.
338,2001,38,Spy Game,Spy Game,2770,62362560,Uni.
339,2001,39,The Wedding Planner,The Wedding Planner,2785,60400856,Sony
340,2001,40,Behind Enemy Lines,Behind Enemy Lines (2001 film),2844,58856790,Fox
341,2001,41,Ali,Ali (film),2521,58203105,Sony
342,2001,42,The Animal,Animal (2001 film),2788,57743062,SonR
343,2001,43,Moulin Rouge!,Moulin Rouge!,2283,57386607,Fox
344,2001,44,Rat Race,Rat Race (film),2551,56618055,Par.
345,2001,45,A Knight's Tale,The Knight's Tale,2980,56569702,Sony
346,2001,46,Don't Say a Word,Don't Say a Word,2842,55001642,Fox
